year,quarter,speaker,sentence,financial_terms,is_citi_member,Mentions Capital Adequacy & Buffers,Capital Adequacy & Buffers phrase,Mentions Liquidity,Liquidity phrase,Mentions Credit Risk & Loan Quality,Credit Risk & Loan Quality phrase,Mentions Stress Testing & Scenario Planning,Stress Testing & Scenario Planning phrase,Mentions Supervisory & Regulatory References,Supervisory & Regulatory References phrase,Mentions Regulators,Regulators phrase,Mentions Frameworks,Frameworks phrase,Mentions Internal Metrics,Internal Metrics phrase
2024,Q2,Jane Fraser,There's some more areas to address than we knew back when we did the plan and we've also accelerated the work on improving the accuracy of our regulatory reports and we increased the scope of this work as well.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q2,Jane Fraser,It's more comprehensive than originally planned.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q2,Jane Fraser,"So, what we're doing, we're adding resources and data experts.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q2,Jane Fraser,We're learning from best practices and we're using some great AI and other data tools that are helping to identify anomalies in data and data flows much more quickly.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q2,Jane Fraser,"We're also, to some of the culture side, we're learning from pilots how do we accelerate broader deployment at scale across the firm in a consistent enterprise-wide manner.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q2,Jane Fraser,"So, all of these things in the data side are going to enable us to leapfrog competitors, more revenue opportunities, better client service, fewer buffers, drive more efficiencies and hope at the end the end goal here is it becomes a competitive advantage for the firm.",revenue,yes,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q2,Jane Fraser,That is the data plan.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q2,Jane Fraser,"Clearly, there's a very important element of it related to the consent orders.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q2,Jane Fraser,We're behind in a few areas.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q2,Jane Fraser,We're investing.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q2,Jane Fraser,"We've already begun that investment, as Mark and I've talked about, to get it done.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q2,Jane Fraser,We'll get it done.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q2,Mike Mayo,"Yeah, just to say real short follow-up to that.",,no,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q2,Mike Mayo,"So you're doing all this great stuff, but you still fell short, just in like one sentence, despite doing all of this great stuff that you described, the regulator still said you didn't get it done.",,no,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q2,Mike Mayo,"Why, after doing all that, didn't you get it done in the eyes of the regulators and why will it be fixed now?",,no,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q2,Mike Mayo,Just like a one sentence explanation for that if you have it.,,no,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q2,Jane Fraser,I always said that a transformation of this magnitude over multiple years would not be linear.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q2,Jane Fraser,We have many steps forward.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q2,Jane Fraser,We have setbacks.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q2,Jane Fraser,"We adjust, we learn from them, we move forward and we get back on track.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q2,Mark Mason,"And Mike, if I could just put one number into context because you played back the 11,000, which was a number of global regulatory reports across the landscape here.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q2,Mark Mason,There are probably 15 to 30 that are core US reports that are pivotal to our US regulators and a lot of what we're discussing here is about ensuring that we're prioritizing the data that impacts those 15 to 30 reports as we work through this.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q2,Operator,There are no further questions.,,no,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q2,Operator,I will now turn the call over to Jenn Landis for closing remarks.,,no,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q2,Jennifer Landis,Thank you all for joining us.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q2,Jennifer Landis,Please let us know if you have any follow-up questions.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jennifer Landis,And thank you all for joining us.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jennifer Landis,"I'd like to remind you that today's presentation, which is available for download on our website, citigroup.com, may contain forward-looking statements which are based on management's current expectation and are subject to uncertainty and changes in circumstances.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jennifer Landis,"Actual results may differ materially from these statements due to a variety of factors, including those described in our SEC filings.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jennifer Landis,"Before we get started, I'd like to thank Liz Lynn for being such an incredible partner during these last few months.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jennifer Landis,"I really enjoyed getting to know the entire Citi team, and I'm honored to be the next Head of Investor Relations, and I look forward to working with you all.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jennifer Landis,"With that, I will turn it over to Jane.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,"So thank you, Jenn, and good morning, everyone.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,I'm delighted to join you today.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,So let's kick off the call with what we're seeing from a macro perspective and the tremendous engagement we continue to experience with clients before I give you an update on our results and priorities.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,"Certainly, the recovery from the pandemic continues to drive corporate and consumer confidence.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,I particularly like the robust pipelines we see through the rest of the year and beyond.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,"Corporate client sentiment remains very positive, with healthy cash flows and liquidity driving M&A activity and deleveraging.",liquidity,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,And consumer balance sheets remain unusually strong on the back of the increasing consumer net worth during the pandemic.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,"Now all that said, growth has come off the boil a tad.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,"We are watching three things very closely: the slowdown in China and its impact on global growth; inflation and supply constraints in labor, materials, and energy; and finally, what happens next with the US debt ceiling negotiations.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,These are also the issues which repeatedly surface in our conversations with clients.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,"So, turning to the quarter.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,We reported net income of $4.6 billion and EPS of $2.15.,"billion, , net income",yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,"Embedded in these results is a pre-tax loss related to the sale of our Australia consumer business, which Mark's going to provide the details on.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,"Excluding this transaction, our third quarter revenues would have been up 3% over last year, and our EPS would have been $2.44.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,"In the Institutional Clients Group, we grew revenues by 4% year-over-year, as we continue to see strong client engagement, with momentum in Investment Banking, Equity Markets and Securities Services, more than offsetting the 16% decline in Fixed Income Markets.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,I'm very proud to tell you that it was Citi's best M&A quarter and the second best Investment Banking quarter in a decade.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,"And lending in the ICG grew again this quarter, albeit modestly.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,We also had a very strong quarter in Equity Markets with revenues up 40% year-over-year.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,"So despite that normalization in Fixed Income versus the pretty extraordinary performance of 2020, overall markets revenues were only down 5%, and they were up 11% versus the third quarter of 2019.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,We continue to successfully execute on our strategy to grow fee revenue across the ICG businesses.,revenue,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,"For example, while TTS continues to be impacted by interest rate headwinds, our fees this quarter were the highest in a decade.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,"You can also see how our global network uniquely positions us to help our clients navigate the supply chain challenges so many of them are facing, a dynamic that we expect to persist for the near future.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,"Similarly, we drove double-digit fee revenue growth in Securities Services and the Private Bank, as client assets under custody and assets under management continued their vigorous growth trajectory.",revenue,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,"In Global Consumer Banking, healthy consumer balance sheets and persistently elevated payment rates did mean that loan growth remained under pressure.",loan growth,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,"The other key drivers are a bit more encouraging, however.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,U.S.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,"Branded Cards purchase sales are well above 2019 levels, and acquisitions across Branded Cards, Mexico, and the Asia hubs are also all now at or above pre-COVID levels.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,"Similarly, we continue to benefit from double-digit growth in deposits and assets under management across the franchise.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,Let me briefly touch on our US retail strategy.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,"Now, our digital strategy and investments are starting to pay dividends.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,"Digital deposits stand at $19 billion, having grown 26% in the last year.",billion,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,"And we see more than two- thirds of our digital deposit balances coming from customers outside of our branch footprint, with about half of those deposits from our cardholders who did not previously have a retail relationship with us.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,"Now, obviously, we were disappointed by Google's decision to discontinue Google Plex, but we learned a lot through the effort, and the vast majority of the investments will be leveraged for our proprietary efforts and future partnerships.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,"So all in all, we ended the quarter with a common equity Tier 1 capital ratio of 11.7% on a standardized basis, and our tangible book value per share increased to $79.07, up over 10% from a year ago.","capital ratio, ",yes,Yes,"common equity tier 1, capital ratio, tier 1 capital",No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,"So far this year, we've returned close to $11 billion to shareholders through a healthy dividend and share repurchases.",billion,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,We remain committed to returning excess capital over and above the amount necessary to invest in our franchise and to maintain our safety and soundness.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,"So overall, I'm quite pleased with these results given the environment we're operating in.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,"And while we have much work ahead, we're seeing the results of the previous investments that we have made.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,"Now, I'd like to update you on our strategic priorities.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,"Turning to slide 3, we've included a page that clearly lays out our top priorities and some of the actions we've taken to date against them.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,And we're going to share this page with you each quarter to ensure you're up-to-date on where we are and the milestones and progress along the way.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,"And as you can see, we've been hard at work acting against the priorities I've laid out: the transformation, the strategy refresh and our culture and talent.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,"Now, clearly, the transformation is our number one priority right now.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,And key to that transformation is our safety and soundness and addressing the consent orders by modernizing our risk and control environment.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,"During the quarter, we submitted our plans to our regulators and continue to have a constructive dialogue with them as we pivot now firmly towards execution.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,"We're already well underway in the investment in our risk and control environment, and we are really bringing a culture of excellence to this effort, and we are moving with urgency.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,We also continued to make progress refreshing our strategy.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,"In addition to announcing the sale of our consumer business in Australia, we're deep in the second round of bids for the remaining exit markets.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,We've begun the work on how these exits will enable us to simplify our operations in Asia and eliminate stranded costs.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,And we're really looking forward to bringing all the strategy work together for you on Investor Day and presenting our vision for the firm.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,"And as Mark's going to touch on, we've begun executing on many of the decisions that we've already made, including in TTS, Wealth and Commercial Banking, with investments in front office hires, as well as enhanced digital product and service offerings.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,And we're already starting to see the impact of these investments emerge through key drivers across these businesses.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,"And finally, turning to culture and talent.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,"We continue to attract high-caliber external talent whilst driving towards our diversity goals, ensuring clear accountability and breaking down the silos that have historically impeded our progress as a company.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,"It's a new Citi, and all of this work has one overarching goal: to responsibly narrow the returns gap with our peers.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,We will update you with the metrics and milestones that we'll use to hold ourselves accountable so you can hold us accountable to them as well.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Jane Fraser,"And with that, let me turn it over to Mark to go through our performance in more detail, and then we will both be delighted to take your questions.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"Thank you, Jane, and good morning, everyone.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,Starting on slide 4.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"As Jane mentioned, Citigroup reported third quarter net income of $4.6 billion, EPS of $2.15 and an RoTCE of 11% on $17.2 billion of revenues.","billion, , net income",yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,Embedded in these results is a pre-tax loss of $680 million related to the sale of our Australia consumer business.,million,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"Excluding this item, EPS would have been $2.44 with an RoTCE of 12.5%.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"As a reminder, while we received a premium to book on the sale of the business, we did incur a pre-tax loss primarily related to the currency translation adjustment that has built up over time and is already included in our capital.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"Upon closing, the capital impact of this loss will be largely neutralized, and we will release approximately $800 million of capital allocated to the business.",million,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,Revenues declined 1% from the prior year.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"Excluding the loss on sale, revenues would have been up 3%, largely driven by Investment Banking fees, as well as strong growth in Equity Markets and Securities Services.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"Expenses were up 5% year-over-year, and constant dollars expenses were up 4% in the quarter.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"On a year-to-date basis, our expenses have grown by 5% with two main drivers: investments in the transformation, including the six programs to address the consent orders, which drove about 3% of the growth so far this year; and business-led investments which focus on our front office expansion in the Investment Bank, Wealth and Securities Services and investments to improve our client experience and digitize our network.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"So far this year, we added over 500 bankers, advisors and other front office support in Wealth, including the Private Bank, and the Consumer Wealth businesses, and 200 corporate and investment bankers globally in high- growth areas, including senior hires across tech, healthcare, fintech, and private equity coverage.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"In our services businesses, TTS and Securities Services, we continue to improve client experience and digital capabilities, which is enabling us to capture significant new mandates.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"In consumer, these investments include development and marketing for new offerings like the Custom Cash card and installment lending, as well as investments in our mobile and digital user experience.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"In addition, there were also increases in volume and revenue-related expenses, as well as business-as-usual expenses which were largely offset by efficiency savings.",revenue,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"As a reminder, we will continue to analyze our expenses to look for opportunities to self-fund investments.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,And now turning to credit.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"Credit performance remains strong, with net credit losses of just under $1 billion, more than offset by an ACL release of $1.2 billion, largely reflecting continued improvement in portfolio quality.",billion,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"In constant dollars, end-of-period loans were down 1% year-over-year, reflecting the impact of the Australia exit.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"Excluding this impact, loans would have been up 1% year-over-year, driven by active client engagement in TTS, Private Bank and Markets.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"End-of-period deposits were up 6% year-over-year, reflecting continued engagement with our consumer and corporate clients, as well as continued momentum in client acquisition and deepening across both corporate clients and consumers.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"Finally, as Jane noted earlier, we returned roughly $11 billion in capital so far this year, and while we remain committed to continuing to invest in our franchise, we will continue to return excess capital to shareholders.",billion,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,Turning now to each business.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,Slide 5 shows the results for the Institutional Clients Group.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"Revenues increased 4% year-over-year and sequentially, mainly driven by Investment Banking, Equity Markets and Securities Services.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"Expenses increased 9%, with about half of the increase driven by transformation and the other half driven by business-led investments and higher revenue-related costs, partially offset by efficiency savings.",revenue,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"Credit costs were largely benign in the quarter, as minimum net credit losses were more than offset by an ACL reserve release.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"This resulted in net income of $3.4 billion, which grew 21% in the quarter and 60% on a year-to-date basis.","billion, net income",yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,And ICG delivered an RoTCE of 14.5% for the quarter and 18.8% year-to-date.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,Slide 6 shows revenues for the Institutional Clients Group in more detail.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"On the Banking side, revenues were up 11%.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"In Treasury and Trade Solutions, continued growth in fee revenues of 20% year-over-year, the highest quarter for fees in a decade, reflected solid client engagement and client acquisition, as well as a recovery in commercial card revenues.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"However, all of this was more than offset by the impact of lower deposit spreads, driving total revenues down 4%.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"We're continuing to see momentum across our payment business, with 15% growth in cross-border flows and 10% growth in clearings transactions over the past year.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"As of quarter-end, TTS loans grew 15%, mainly in trade loans where our technology investments in supply chain and deep local knowledge are enabling us to meet our clients' needs across the globe.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"Investment Banking revenues were up 39% year over-year, largely driven by M&A, as we continue to see the benefits from our front office investments, which positioned us well to take advantage of increased deal activity.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"As Jane mentioned, this was the second best quarter for Investment Banking revenues and the best quarter for M&A in a decade.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"Private Bank revenues grew 4%, driven by growth in assets under management, loans and deposits, reflecting momentum with new and existing clients.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"This quarter, we added almost 200 bankers, investment counselors and other front office support, and onboarded over 200 new clients.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"Our investments in talent continue to drive growth, which bodes well for our overall strategy in Wealth.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"Corporate Lending revenues were up 17%, primarily driven by lower cost of funds and a modest gain on sale, partially offset by lower loan volumes.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,Total Markets and Securities Services revenues decreased 4% from last year.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"Fixed Income revenues decreased 16%, reflecting the continued normalization in market activity across rates and spread products.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"However, we saw strong activity with our corporate clients, engaging with them in foreign exchange products to support their global operations and hedging solutions to assist with their risk mitigation efforts.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"Equity Markets revenues were up 40%, our second best quarter in a decade, driven by cash equities, derivatives and prime finance, reflecting solid client activity and favorable market conditions.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,This is another business where we see our investments in talent and technology paying off.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"In Securities Services, revenues were up 10%.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"Here we saw strong growth in fee revenues as the investments that we've been making in our platform and product capabilities enabled us to grow revenue with both new and existing clients, partially offset by lower deposit spreads.",revenue,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"Finally, looking at year-to-date results in ICG, we've seen a strong contribution from Investment Banking and Equity Markets, as well as solid results in the Private Bank and Securities Services, which help to offset the expected normalization in Fixed Income Markets.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,Turning now to the results for Global Consumer Banking in constant dollars on slide 7.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"Revenues declined 14% and 5% excluding the loss on sale, as solid deposit growth and momentum in investment management were more than offset by lower card balances and lower deposit spreads.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"Expenses increased 5%, with about half driven by transformation and the remainder driven by business-led investments and volume related expenses, partially offset by efficiency savings.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"Cost of credit was a modest benefit this quarter, as a roughly $1 billion ACL reserve release more than offset net credit losses.",billion,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"This resulted in net income of $1.3 billion, which grew 44%.","billion, net income",yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,And GCB delivered a 15% RoTCE and a 21.5% RoTCE excluding the loss on sale.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"Finally, looking at year-to-date results, we've seen steady improvement in our drivers over the course of the year, with purchase sales up 5% relative to 2019 and acquisitions nearing pre-COVID levels globally.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,And the business delivered 22.4% RoTCE excluding the loss on sale.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,Slide 8 shows the results for North America Consumer in more detail.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,Total third quarter revenues were down 4% from last year as we continue to see headwinds from higher payment rates and deposit spreads.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"That said, we are encouraged by the trends we are seeing in both Cards and Retail Banking.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"In Branded Cards and Retail Services, purchase sales were up versus the prior year by 24% and 14%, respectively, with both above 2019 levels.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"And in Retail Banking, average deposits and within that, checking deposits, were both up 14%.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"AUMs were up 16%, and Citigold households were up 13% this quarter.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,We're also making progress on our US digital strategy.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,US digital deposits grew 26% compared to the prior year.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"And installment loan balances, including our Flex Loan and Flex Pay products have also grown substantially, up 22% compared to the prior year, and over 80% of these loans are originated digitally.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"On slide 9, we show results for our international consumer banking in constant dollars.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,Revenues declined 30% year-over-year in the third quarter.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"Excluding the loss on sale, revenues declined 5%, with a 7% decline in Latin America and a 4% decline in Asia.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"Looking at international consumer overall, we're seeing good momentum in investment management, with 10% growth in assets under management, primarily driven by Asia, and the growth is meaningfully higher if you look specifically at the four international wealth hubs.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"Purchase sales grew 8% versus the prior year, and average deposits grew 3%, albeit at lower deposit spreads.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,Slide 10 provides additional detail on Global Consumer credit trends.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,Credit remains favorable again this quarter across all regions.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"And given the delinquency trends we're seeing today, we do not expect credit deterioration in the US portfolio in 2021.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,Slide 11 shows the results for Corporate/Other.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q3,Mark Mason,"Revenues increased by over $300 million, driven by higher net revenue from the investment portfolio.","revenue, million",yes,No,,No,,No,,No,,No,,No,,No,,No,
