year,quarter,speaker,text,financial_terms,is_citi_member,Mentions Capital Adequacy & Buffers,Capital Adequacy & Buffers phrase,Mentions Liquidity,Liquidity phrase,Mentions Credit Risk & Loan Quality,Credit Risk & Loan Quality phrase,Mentions Stress Testing & Scenario Planning,Stress Testing & Scenario Planning phrase,Mentions Supervisory & Regulatory References,Supervisory & Regulatory References phrase,Mentions Regulators,Regulators phrase,Mentions Frameworks,Frameworks phrase,Mentions Internal Metrics,Internal Metrics phrase
2023,Q3,Jane Fraser,"I love this question, Erika, because I have to say I m really excited about our strategy and the potential it has. And it is, as you say, this is about the revenue potential of the firm and really how do we continue to unlock it. So, there s a couple of unstoppable trends that we re going to be riding in the next, I think it s decade-long. The corporate client of today, and indeed consumer, has to build resiliency. The multinational client is on a long-term trend of building resiliency, be it because of green, be it because of geopolitics, be it because of regulatory, whatever the different reasons may be, and there are multiple, they're having to build resiliency into supply chains, into their own operations as they operate around the world. W the bank that is absolutely there for them. And I think you've seen that in TTS, where we've had such strong drivers of growth in the last few years at the beginning of this trend. So, that is an important one. Wherever the clients want to go, we are there. We have been there for decades. We understand the risk. We understand the client base. We understand the opportunities there, at that. That micro level and local levels that someone who is flying in with a suitcase can't possibly deliver. And it's connected globally. So, this thing is just a thing of beauty. Linked into it is what I think of as a hidden gem amongst our crown jewels is Securities Services. It equally in custody has this extraordinary global network, the connectivity everywhere. We have been investing behind this business. We've been growing our market share in North America in asset managers, where we've been underweight, with a number of material marquee wins. You can see the share gain that we're getting in this business, the pipeline of deals that we've already won as well as the new pipelines going forward. Very high return. We're investing both in terms of our cloud, our data, our client experience. And this is in a way, let's say, I do view this as a hidden gem with extremely attractive return profile, fee profile, and other dimensions to it. We've quite a long way to run here. So, similar story to TTS, slightly different client base, competitively advantaged because you've got both the pre-trade and the post-trade. We connect the two. Huge efficiencies for clients. That's going to matter. Next trend that's unstoppable, global wealth creation. And there is just going to be massive global wealth creation. I can't tell you how excited Andy Sieg is now that he's in the building and knows the way to his desk and all the floors his people are on. He's about to hit the road globally. We are so well positioned to deliver against that. And as you can see, we've not been happy with our performance the last couple of years, but this is going to be a very important driver for us. We'll see the recovery in banking wallet eventually. None of us are calling when that will sustainably happen. That will be another driver. And I'd say cards continuing to go from strength to strength, particularly I think as we look forward, playing to our lending-led model there. And finally the other one I do love, which is our Commercial Bank. We serve these entrepreneurs all over the world, who are going to be the drivers of many industries going forward. And we're serving them, helping them go international for the first step, tap them into global supply chains and the like. It's almost by definition the fastest growing of the mid-market companies are the ones that tap into what we can offer them. We build great relationships with them. And then our private bankers call on them, and then our investment bankers call on them. We have our capital market teams calling on them. And we help them grow and succeed. And that is going to be a big engine in the medium-term of new client acquisition feeding us. So, deeper client relationships, more growth in terms of new clients that fit with our proposition fairly uniquely, and some great mega trends that we are going to be riding and pretty uniquely positioned on. And we'll keep investing to make sure that where areas we're behind we get into the forefront of and the areas we are crushing it in, like our win rate is 82% in TTS, and we're going to make sure that we continue to do so and innovate that way. So, sorry to be so excited about this, the 4% to 5% just feels very, very doable to Mark and I.",revenue,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q3,Operator,And our next question comes from Jim Mitchell with Seaport Global.,,no,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q3,Jim Mitchell,"Hey good morning. Mark, maybe on the revenue discussion there, let's talk about NII a little bit. You guys have a very unique deposit base, a lot smaller footprint in low-cost consumer. Betas have been, already been high, so it doesn't seem like there's as much beta catch-up risk for you. It's 50% non-US roughly. How do you think about the trajectory of NII, do you think it stabilizes next year before rate cuts? How do we think about the puts and takes on your NII into next year?",revenue,no,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q3,Mark Mason,"Yeah, thanks for the question. Look. I'm not going to give guidance for 2024, we'll do that obviously at the fourth quarter 2023 earnings. But I think it's reasonable to expect that some of the trends that we've seen so far will continue. So, if you think about what's underneath this, we'll continue to benefit from higher rates across currencies. I think we'll continue to see benefits from card interest-earning balance growth. Recall that when you look at our US dollar IRE position, it's relatively neutral at this point. And interest earning balance growth is expected to be driven by continued card spend and lower payment rates. And so, I think what's important to remember, as it relates to our business, is that it's global. That we've got, while you're right in that, on the U.S. dollar side, we've seen betas kind of reach, particularly for our corporate clients, reach terminal levels at the end of last year. On the non-US dollar side, betas run lower. They lag. And there's still upside there because it's a different rate curve and a different pace of increases. And so, those will be some of the puts and takes to think about. Volumes, the rates, the speed of the curve moves, and then how betas evolve, that will kind of factor in.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q3,Operator,And our next question comes from Ryan Kenny with Morgan Stanley.,,no,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q3,Ryan Kenny,"Hey good morning. On the capital markets side, I heard the comments around it being hard to predict when deal activity will sustainably rebound. Can you just give us an update or more color on how CEOs are thinking about bringing deals live across M&A, ECM and DCM? And does the market and rate volatility over the last few weeks have any significant impact on bringing deals to completion or on the pipeline?",,no,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q3,Jane Fraser,"Well, I think a couple pieces. I actually start with Q3 is the seventh quarter of the current IB downturn. So, since 2000, downturns have tended not to last longer than seven quarters because that's often how long it takes for pricing expectations to fully adjust to new realities. And we're starting to see that particularly in the debt capital markets, investment grade markets, where the expectation of no longer how high, but how long for rates, we've seen clients who get off the sidelines and just bite the bullet and get into the debt capital markets in a more meaningful way and no longer waiting on that. We still think that how our recovery and return to normal wallet plays out, when you talk to CEOs, is largely dependent on the macro environment. That's the main piece for them. ECM, we're seeing increased interest and activity on ECM. You obviously had several IPOs coming to market in September, three big ones that we were involved in. But the marketis still somewhat fragile. We're watching it closely. And quite a few questions in Q4, things may move to Q1. We just have to see how that unfolds. But there's a good pipeline. I mean, there's a lot of pent-up demand here. In debt, we had a big pick-up in DCM. We feel confident that the gradual recovery in DCM and the beginnings of that lev fin one will continue. You're certainly going the see us more active in the lev fin space in the right situations for our key clients. And then in M&A, a healthy M&A sell-side pipeline. A lot of companies with their industries transforming are really wanting to think big. I think we'll see that unlocking when sentiment improves further, companies do accept the new pricing reality, which will be helped by a rebound in equity markets. That obviously, from our end, takes quite a few quarters to materialize into revenue just given the nature of the product. So, it's there, but I think just given where everything is geopolitically and particularly from the macro, no one is going to make that call as to when we're going to see that sustainable turn in banking at this point.",revenue,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q3,Operator,And our next question comes from Steven Chubak with Wolfe Research.,,no,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q3,Steven Chubak,"Hi good morning. So, Mark and Jane, I do recognize you'll provide a more fulsome update on expense actions next quarter, but one of the things I was hoping was that you could frame the expense opportunity in the context of your headcount trends. And prior to COVID, as well as the consent order, mind you, Citi was running with 200,000 direct staff. That number is closer to 240,000 today. It's an increase of 20%, even with multiple divestitures that you've consummated. So how should we think about an appropriate target or an optimal level of headcount for Citi versus that pre-COVID baseline of 200,000, and whether the consent order would impact the timing or magnitude of such headcount actions?",,no,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q3,Mark Mason,"So, look, I'm not going to give you headcount guidance, but what I will say is Jane has talked before about the heads associated with the divestitures that are underway. And obviously as we continue to progress in those divestitures, we've made a lot of progress already, we'll see those heads come down. It's also important to point out that as part of our effort, there's been in-sourcing. And so, we've captured the extended workforce in the headcount that we have here. And then I think the final point is that as we continue to execute against the Transformation work, and as we implement the org simplification that we've just announced, undoubtedly the technology investment, the automation that we're putting in place, the straight-through processing that occurs, the fewer reconciliations that are required, the streamlining from all of those layers that Jane mentioned we'll be eliminating, all of those things will also work to reduce headcount as well. And so, while we're investing and hiring on the front-end to capture the upside as markets turn, but also as we position ourselves to grow with clients, we're also going to realize efficiencies that come out of headcount reduction. One additional point is that you've heard me mention before that we've taken probably about $600 million or so year-to-date in repositioning charges. And with that will come roughly 7,000 or so headcount coming down associated with those repositioning charges. And so, and we'll continue to do that, by the way, we haven't even begun to take repositioning charges associated with the org simplification that's underway. That will come in the fourth quarter and then the first quarter of next year. And so, we will see heads continue to evolve through this process, but keep in mind that there are puts and takes associated with that as we look at where we need to in-source versus use external parties.",million,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q3,Operator,And our next question comes from Ebrahim Poonawala with Bank of America.,,no,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q3,Ebrahim Poonawala,"Good morning.Just maybe, Mark, following up on that, as we think about bending the curve through the end of next year, maybe if you can talk to around as we think about the puts and takes between investments and expense saves, how much of that cost save or bending the curve is going to happen in Legacy versus PBWM and ICG? Like, just how do you break, how should we think about that as we think about bending the curve and where the savings are coming from?",,no,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q3,Mark Mason,"Well, look, next year, we talked about expenses coming down from third quarter to fourth quarter. And as we think about that, you'll have some of the benefits of the costs going away from the exits that we would have announced. You have some of the benefit from further reduction in stranded cost, which we've been keenly focused on as we've exited each of these. And then I think as we get to the medium term, you will start to see some of the benefits from the Transformation spend and investments that we would have made start to play out, as well as efficiencies that we start to get in a lower structural cost base. But again, that's in that medium-term period. So, all of those things will be drivers to getting the bending of the curve. I haven't broken down, I'm not going to break down here on this call how much comes from each of the pieces, but all are important factors to achieving that.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q3,Operator,"And our next question comes from Matt O'Connor with Deutsche Bank. : Hi. There were some quotes, I think, in the media, Jane, from you talking about some signs of pressure among the lower end of the consumer, and I appreciate the pie chart that you have in the deck showing it's not a huge percent of the card portfolio. But could you elaborate on that? And then also just address the, you mentioned directionally how the payment rates in cards are coming down, but if we look at the growth in spend versus the growth in loans, it is kind of a little disproportionate. I think spend is up a couple percent year-over-year, and the loans are 11%. So, as we think about being kind of later-cycle, is that something that you're paying attention to as a potential sign of further weakness in credit?",,no,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q3,Jane Fraser,"Yeah. Look, I think most of the pressure in the lower FICO, we don't have a lot of customers in lower FICO, so, we're seeing it out in the market. We've got, we obviously have some in the Retail Services business, we also, I would say, have the benefit of that loss sharing agreement that really makes a difference there because we're having to reserve fully for that, but we get it back on the revenue line, as you know. But as we look at the off-us book, as we look at some of the pressures in the market, as we look at spending, we can certainly see some of that pressure for the lower FICO, whereas when I think about the cards business, it's very much driven by the affluent customer. So, the affluent is accounting for almost all the spending growth that we're seeing. And that's similar for the numbers that we saw coming out of the Fed from the deposit side, the excess savings are sitting there now primarily with households with over $150,000 of income, and it's down in the rest. So, these are things we're keeping an eye on. I want to be very clear, I'm not that worried about it for Citi given the prime nature of our card portfolio, and then the rest of our PBWM exposure is obviously very affluent. But when I look out at the market, I talk to our corporate clients, that's where we tend to see them being more nervous about the softness in the consumer. And just, I call it they're much more mindful about where they're spending, right? So, you're seeing them moving down within a category. They're certainly looking more on the bargain front. We've been hearing that from our retail partners. We've been hearing that across the board. So, growth of card loans is good. Our spend is up, but less than loans. I think it's softening, but it's not worrying.",", revenue",yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q3,Mark Mason,"Yeah. I think that's spot on, Jane. The only thing I'd add is that when you look at the payment rates in Branded Cards, while they've started to come down, they're still above the pre-COVID level. And we obviously have invested in this business. So, the other thing that's driving this is the new account acquisitions are obviously important drivers of that spend volume and ultimately that loan growth. But again, there's nothing that we see outside of what we were expecting in terms of how this portfolio is normalizing.",loan growth,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q3,Operator,Our next question comes from Gerard Cassidy with RBC.,,no,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q3,Gerard Cassidy,"Good morning, Jane and good morning Mark. Jane, as you pointed out, you're very excited about the opportunities in TTS. You're winning some new mandates in the custody business. Can you feel is it because the competition is struggling with other issues? What gives you, because Citi has always been well-regarded in this area, so what gives you that added excitement that this is even getting better?",,no,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q3,Jane Fraser,"Look, I think the added excitement is, a lot of it's coming from the investments that we've been making. So that we are, if you look at it in terms of Payment Express, which is live in the U.S., Thailand, on track for three more markets, that is really a very differentiating capability. The momentum we have in 24/7 clearing that's been put in place, we've had over $1 billion processed year-to-date. Putting our Commercial Bank clients onto CitiDirect so they have seamless access to our whole TTS network globally. You heard us talking about Citi Token Services, you can see us innovating with the Fed in new capabilities. So really across the board, it's that innovation in cutting-edge, first-in-the-market type of capabilities. But you're putting that on top of a network that's just unprecedented in terms of its presence, its local capabilities, its payroll, cash management, liquidity management, its collections, its receivables, all sitting on one platform connected globally. And what that gives a client in terms of efficiency saves, insights on data, what they can do in terms of risk management and how to really optimize their treasury capabilities. I mean, this thing is a thing of beauty. And it's very, very hard, it's very sticky,to extricate from this because it's embedded into how our clients do business, it's that critical and into their technology systems. So, when you look at where the world's headed and what's going on in the world, volatility, these other elements, it's hard not to see opportunities. And it's opportunities as well with our Markets business linked in. One of our really differentiating factors that Andy Morton talks about all the time is his partnership with TTS. The fact that one of our major client bases are corporates and they have a different profile, let's say, to an asset manager or a hedge fund. And we uniquely can serve them. So, that's the piece. It's that combination in trends we see.","billion, liquidity",yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q3,Mark Mason,"I think that's spot on, Jane. The only thing I'd add is that the middle market commercial space is a huge opportunity for us, as you said earlier, leveraging that TTS platform. And then on the Securities Services side, the reality is that we're finally seeing real traction in North America, right? We've always had kind of strength in many of the other regions, but we're really winning some major mandates here in North America, which I think is enough to get really excited about.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q3,Jane Fraser,"And I think that, to me, is what then drives a lot of the strategy and what we're trying to do in terms of get to that high quality of earnings, better earnings mix, and other pieces that will help us get to that medium-term return target that we are so focused on.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q3,Operator,Our next question comes from Vivek Juneja with JP Morgan.,,no,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q3,Vivek Juneja,"Hi Jane. Hi Mark. Want to just clarify the reorganization a little bit. So, Jane, I heard you say that you're keeping North Asia and South Asia heads. So, did you just get rid of the Asia head and get rid of the product heads, where product heads in each country were reporting to a regional product head? So, is that that dotted line is no longer there or what's going on there? And when you get rid of all the monthly management reporting, what are you planning to replace that with from your management, your MIS perspective?",,no,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q3,Jane Fraser,"So, let me take the second one first. I'm not planning on replacing it with anything. We don't need them. We're no longer running consumer franchises in the countries. Instead, we've got global businesses that are operating very consistently in the individual geographies, so we just don't need to replace them. And it enables us just to have the legal entity, financial management that we need. And then our internal reports get greatly simplified. Same as they get greatly simplified by taking out ICG and PBWM is another, eliminating that layer also eliminates a lot of different reports. So, the wonderful answer is, nothing, a simpler Citi. The first question was about, okay, help you understand what we've done. So, on the geography front, we have done two main things already. One is we've eliminated the regions and have just put a single international head reporting to me. So, that makes it much simpler for me. I have one international head, and then he will help us manage the geographies collectively. The second piece is we really narrowed the mandate of geography to delivering to our clients and covering our clients in their countries. And secondly, the legal entity management. And otherwise, before, we had a huge amount of management on shadow P&Ls and different, a lot of very heavy committee structure. That was necessary because the business was still very local, as a retail bank, a local credit card business, a local onshore wealth business. They've gone. It's just serving multinationals. The subsidiaries are multinationals and in some markets the investors and the wealth clients in some markets. And that's a much simpler business to manage. So, we could get rid of the regional layer, and we just jump straight down to the clusters that we have today. They too have less of a mandate than they had before, a much more focused one. And the bit that I'm excited about is not just, yes, this makes it much simpler to manage, but it also helps us really focus on the global network. Now, our geographies and our banking organizations sitting together on the same management structure are collectively accountable for serving and delivering against our core client base. And they're in one team to do it. It just makes it much easier. Does that give you a feel? What else, Mark?",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q3,Mark Mason,"The other thing, Vivek, that I think is important here is we really want to spend a little bit more investment in time on the client lens in terms of the financial reporting, right? Because, as Jane talked about, we talked about the synergies across the franchise that we can capture, the ability to leverage the offering we have for those different client segments. So, looking at that P&L, looking at those returns, looking at that growth opportunity through that client lens will be something where we want to enhance the metrics that we have already around that so that we can capture that upside.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q3,Jane Fraser,"And around the other piece that I think is also just an important point, globalization is changing and we're seeing these lanes all changing through trade, financial flows, et cetera. By actually having a single international organization and then the different clusters, North and South Asia, Europe, UK, LATAM, Middle East, Africa, the connection points between them are really changing at the moment. And so, this makes us much more agile in our delivery of the global network because I think it's much more in line with how the world is operating today.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q3,Operator,And our next question comes from Saul Martinez with HSBC.,,no,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q3,Saul Martinez,"Hi there. So, I wanted to continue on the thread of normalization of credit losses. And you guys have, I guess your guidance is implying that Branded Cards and Retail Services get back to more normalized levels by year-end, which is a decent-sized uptick over the levels you had in the third quarter. So, I kind of want to know what's driving that view. But more importantly I guess, what does that imply going forward? And does it imply that we get to more, something more like above trend losses? Because I would think we still have some seasoning to go on the late 2021 and 2022 vintages. And not only that, talking about this in an environment where we still have pretty extraordinary labor markets. So, if you could just give us a little bit more color on just your expectations on credit losses and whether there's maybe a little bit more risk than we're thinking in terms of losses trending to something that is a bit higher than what we normally, or what are more normalized levels?",,no,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q3,Mark Mason,"Yes. So, let me start on that, and then, Jane, if you want to chime in, that's fine. I think what I'd point you to is page 24 in the deck that we have because it gives you a nice snapshot of how both the loss rates have been trending but also how the delinquencies have been trending. And you can see that the delinquencies have been trending up, and that kind of gives us a good indication of where loss rates are likely to trend in the next quarter or so. And so, at 2.72% on Branded Cards and 4.53% on Retail Services, we can see that we're likely to end up at about that normalized rate by the end of the year getting up to the 3-3.25%, 5-5.50% pre-COVID normalized NCL rates. Our expectation is that as we go into 2024, to the point that you've made, depending on the macro environment, we're likely to see this tick up above those pre-COVID normalized rates, as we see a slowdown in the economy, again, subject to what the macro looks like, before then kind of settling down at some point, down the path. And so, yes, we do see that tick up. This is again as advertised, so to speak, as we would have expected. And we have reserves, significant reserves for both of these portfolios to account for those loss expectations. So, in Branded Cards, we sit with an ACL to loan reserve of 6.3%, and Retail Services, we have 11%. Jane mentioned earlier that the losses in Retail Services ultimately get shared with partners. And so, while we would expect this to normalize and mature, so to speak, we feel very well-reserved for what that might look like.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q3,Jane Fraser,"And our portfolio is very prime. I mean, this is not the old Citi. It's very different in terms of our consumer credit exposure. And I think what you're hearing from us is, this should all be very manageable. We're not, there's no alarm bells going off at Citi around this. We're being prudent. We're being conservative around pieces and responsible on it. But there's no alarm bells ringing. And I think that there may be a bit of a disconnect from some of the questions out there versus how we're feeling. We're just not seeing the data that is overly concerning. This is all very manageable, and we're being prudent about it, as you'd expect us to be.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q3,Operator,And our next question comes from Mike Mayo with Wells Fargo.,,no,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q3,Jane Fraser,"Yeah, look, we remain confident around our ability to hit these targets. We've got, you heard me talk earlier around the revenue growth and what are some of the tailwinds that we've got behind us as well as the core strategy and the drivers that we're in control of and that we've been investing behind to achieve. So, our strategy is unchanged, we're confident it will drive the revenue growth of 4% to 5%. It's not the primary purpose, but the org simplification is the third driver of the expense reductions that we've talked about. And I would also say that when you look at revenue, expenses, and the targets we've laid out at Investor Day, we've certainly had plenty of headwinds in macro, regulatory, geopolitics in the last couple of years. We have delivered on what we said we would do in the revenue, in the expense guidance, and on the strategy. We've made adaptions along the way as we've needed to. But I think that's the piece that we're also really trying to drive into the firm is a culture of we will do what we say we will do, and we'll adapt accordingly to different areas. Mark talked about adapting to the capital requirements, depending on what they are. We have other levers that we can pull, capital allocation, management buffer, DTA. But my message to our investors is we're just building a proof point. This is a relentless execution. Look at that strategy scorecard page at the beginning of the deck there. We've achieved a lot and there is a lot going on, and we're getting a lot done. We don't pretend we're at the end of the road there, we're there yet. But we're getting done what we said we'd do and building up those proof points so that you can see us achieve those return targets. Anything to add, Mark?",revenue,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q3,Mark Mason,"As you said, building credibility and being transparent, right? So, we're going to keep delivering on the proof points, and we're going to be transparent about how and when and how we're going to achieve it.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q3,Operator,And our next question comes from Gerard Cassidy with RBC.,,no,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q3,Gerard Cassidy,"Mark, you mentioned in the credit section that the delinquencies are rising, and as a percentage of loans, they're still very low. I was just curious on the corporate loans in North America there was an uptick. Again, I know relative to the portfolio, it's not that big. But anything in particular you can share with us in that area?",,no,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q3,Mark Mason,"On the corporate loans, we saw loss, I think losses were $51 million in the quarter, so a small amount. We did see an uptick, as you point out, in the reserves. That was really driven by some country rating adjustments that were made. And then we did see an increase in the NALs, the non-accrual loans. And that was really one or two names and one in North America, one in EMEA. Both of them are current. But they drove the uptick that we saw in the quarter there.",million,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q3,Operator,And there are no further questions in the queue. I will turn the call over to Jenn Landis for closing remarks.,,no,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q3,Jennifer Landis,"Thank you, all, for joining us. If you have any follow-up questions, please contact IR. Thank you.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2024,Q3,Jane Fraser,"Thank you, Jenn, and a very good morning to everyone. Well, we certainly live in interesting times. And while I usually start our calls with our views on the global macro environment, we are particularly proud of our progress this quarter, and so I shall start there. Indeed, in a pivotal year, this quarter contains multiple proof points that we are moving in the right direction and that our strategy is delivering concrete results. We saw revenue growth and positive operating leverage for the firm and across all five businesses. Our businesses performed well as the rate cutting cycle began, with a double-digit increase in fee-based revenues, reflecting the growing diversity of our earnings mix. We continue to have share gains in Services and Banking. In Wealth, we saw a sizeable increase in client investments and flows. We brought expenses down whilst continuing to invest in our transformation. And we continued to attract top leaders in the industry and successfully combine them with our own teams in Banking and Wealth. So, while we are not yet where we want to be, the impact of the changes we are making is clearly evident in our momentum and improving performance. Turning to the macro, now while growth is a notch slower than last year, global economic performance continues to be surprisingly resilient. Whatever you want to call the US landing, the sentiment around it is more optimistic, supported by the recent positive payrolls report. And we see a healthy yet more discerning US consumer, and a US corporate sector on its front foot. Manufacturing weakness is restraining a modest rebound in Europe which continues to struggle with more structural challenges around its competitiveness, as highlighted by Draghi’s report. In China, consumer sentiment and the property market remain a concern as markets await details on the expected fiscal stimulus. India, Asean, Japan, the Middle East, Mexico and Brazil are all notable global bright spots. Today we reported net income of $3.2 billion and earnings per share of $1.51 with an ROTCE of 7%. Overall revenues grew by 3% ex-divestitures, with each of our core businesses delivering growth and positive operating leverage. While we continue to make substantial investments in our transformation, the efficiencies gained from our simplification and other efforts drove a 2% reduction in overall expenses. Turning to the five businesses, Services delivered a record quarter with revenues up by 8%. Fee growth, the best indicator of underlying momentum, was significant. And this, combined with loan and deposit volume growth, drove this quarter’s excellent performance. Treasury and Trade Solutions was up 4% year over year reflecting good underlying momentum in the core drivers. And Securities Services was up 24%, reflecting the benefit of new mandates and an increase in assets under custody. Both TTS and Securities Services achieved over 10% wallet share in our target markets through the first half of the year. Last week we announced that we are the first global bank to complete the integration of our cross-border services with Mastercard Move. Now, this will ultimately enable near-instant, secure payments to the vast Mastercard debit network, starting with 14 markets with more to come early next year. And this is another great example of our continued investment in market-leading product innovations. In Markets, revenues were up slightly on the back of a better-than- expected September. Equities was up 32% with robust performance across all products. Our continued strong performance in Equities validates both our strategy and execution to grow Prime and Cash. Fixed Income however was down 6% — our Rates and Currencies business didn’t match last year’s standout performance. It was a particularly pleasing quarter in Banking. Despite the muted IPO market, Investment Banking fees are up 44% driven by investment grade debt issuance as our clients pulled forward activity ahead of the U.S. election. Corporate sentiment remains positive as boards pursue strategic transactions, such as the $36 billion Mars acquisition of Kellanova, where we are the sole advisor and lead financier. Our strategy in Banking continues to gain momentum, and we are steadily growing our share in key target sectors such as healthcare and tech, with a healthy pipeline ahead. And the significant upside of our franchise continues to attract the top talent to Citi. During the quarter, we announced an innovative $25 billion private credit partnership with our longtime client Apollo, giving us the ability to source new transactions without using our balance sheet. This partnership positions us with another solution for debt financing for our clients, and it allow us to engage in private credit with the same depth and expertise as we currently do with syndicated debt markets. We are also starting to see the positive impact of the significant changes we’ve implemented in our Wealth franchise, with revenues up 9%. It’s a notable example of the traction I referenced earlier. As Andy and the team intensify the focus on our investments business, we grew client investment assets by 24%. And we were particularly pleased with the performance in Asia and in Citigold. I continue to be excited by the opportunities and the sheer potential of our franchise. During the quarter, we signed an agreement to exit trust administration and fiduciary services as we continue to sharpen the focus of our Wealth business. We have more to do to reach our medium-term margin and returns targets, but this quarter is a good indicator that we are on the way there. U.S. Personal Banking revenues were up 3%. We grew Branded Cards revenues by 8% with account acquisitions, spend and payment rates all driving higher interest-earning balances. Lower discretionary spending is impacting our Retail Services portfolio; however, we continue to see lower payment rates contributing to interest earning balances. In Retail Banking, we are growing our mortgage portfolio as the rate environment shifts, as well as growing overall loans. The U.S. consumer dynamics remain remarkably consistent with prior quarters. Our customers are healthy but more discerning in their spend, with signs of stress isolated to the lower FICOs. We have maintained strong credit discipline, and our card portfolios continue to perform very much in line with our expectations. In terms of capital, while uncertainty about the Basel 3 endgame prevails, our capital position remains very robust, and we ended the quarter with a CET1 ratio of 13.7%. During the quarter, we returned $2.1 billion in capital, including the repurchase of $1 billion of common shares. We will continue to repurchase stock as we evaluate the right level on a quarterly basis. As you know, our Transformation is our number one priority. This quarter we closed another long-standing consent order which related to the effectiveness of our anti-money laundering systems. We have increased our investments in areas where we have not made sufficient progress, such as data quality management. I and the management team remain steadfast and determined to get this Transformation right and to get this done. We will close out this pivotal year with momentum and with determination to continue to improve performance in each business and the firm overall. We are committed to meeting our revenue and expense targets for the year as well as our return target for the medium-term. I am very proud of our senior leadership and the entire organization as we demonstrate the potential of our unique global franchise. It is a privilege to lead this firm. With that, I would like to turn it over to Mark and then we would be delighted, as always, to take your questions.","billion, , revenue, net income, cet1",yes,Yes,cet1,No,,No,,No,,No,,No,,No,,Yes,cet1 ratio
