text,bank,source,article_title,publication_date,is_comparative,document_type,reference,source_type
"JPMorgan, Goldman Sachs, BlackRock, Citi, Wells Fargo and BNY are all reporting fourth-quarter earnings, kicking off the quarterly earnings season.",JPMorgan,Financial Times,Welcome to the FT's live coverage of US earnings,2025-01-15,True,news,"News article by Financial Times
Title: Welcome to the FT's live coverage of US earnings, published 2025-01-15",external
"The only two major banks not reporting today are Morgan Stanley and Bank of America, who will report on Thursday.",Bank of America,Financial Times,Welcome to the FT's live coverage of US earnings,2025-01-15,False,news,"News article by Financial Times
Title: Welcome to the FT's live coverage of US earnings, published 2025-01-15",external
"Bank of America on Thursday reported better than expected fourth-quarter profits, joining other US banks in benefiting from a robust period of dealmaking and trading but also outperforming rivals on loan growth.",Bank of America,Stephen Gandel,Bank of America profits boosted by loan growth and robust trading,2025-01-16,False,news,"News article by Stephen Gandel
Title: Bank of America profits boosted by loan growth and robust trading, published 2025-01-16",external
"BofA more than doubled its net profits from the same period in 2023, to $6.7bn. The increase was flattered by the payment that BofA had to make to top up the federal deposit insurance scheme in 2023 in the wake of the regional banking crisis, however, and excluding that cost earnings were 14 per cent higher.",Bank of America,Stephen Gandel,Bank of America profits boosted by loan growth and robust trading,2025-01-16,False,news,"News article by Stephen Gandel
Title: Bank of America profits boosted by loan growth and robust trading, published 2025-01-16",external
BofA also benefited from persistent strength among US consumers despite high borrowing costs. The bank said that consumer spending on its debit and credit cards was 5 per cent higher in the quarter than it was in the same period the year before.,Bank of America,Stephen Gandel,Bank of America profits boosted by loan growth and robust trading,2025-01-16,False,news,"News article by Stephen Gandel
Title: Bank of America profits boosted by loan growth and robust trading, published 2025-01-16",external
The bank said it saw the biggest loan growth in credit card lending and in borrowing from its mid-sized corporate clients.,Bank of America,Stephen Gandel,Bank of America profits boosted by loan growth and robust trading,2025-01-16,False,news,"News article by Stephen Gandel
Title: Bank of America profits boosted by loan growth and robust trading, published 2025-01-16",external
"Loans outstanding rose 4 per cent compared with the same period in the year before, to nearly $1.1tn. That compares with a gain of less than 2 per cent at JPMorgan Chase, less than 1 per cent at Citigroup and a drop in lending at Wells Fargo.",Citigroup,Stephen Gandel,Bank of America profits boosted by loan growth and robust trading,2025-01-16,True,news,"News article by Stephen Gandel
Title: Bank of America profits boosted by loan growth and robust trading, published 2025-01-16",external
"Loans outstanding rose 4 per cent compared with the same period in the year before, to nearly $1.1tn. That compares with a gain of less than 2 per cent at JPMorgan Chase, less than 1 per cent at Citigroup and a drop in lending at Wells Fargo.",Bank of America,Stephen Gandel,Bank of America profits boosted by loan growth and robust trading,2025-01-16,True,news,"News article by Stephen Gandel
Title: Bank of America profits boosted by loan growth and robust trading, published 2025-01-16",external
"Loans outstanding rose 4 per cent compared with the same period in the year before, to nearly $1.1tn. That compares with a gain of less than 2 per cent at JPMorgan Chase, less than 1 per cent at Citigroup and a drop in lending at Wells Fargo.",JPMorgan,Stephen Gandel,Bank of America profits boosted by loan growth and robust trading,2025-01-16,True,news,"News article by Stephen Gandel
Title: Bank of America profits boosted by loan growth and robust trading, published 2025-01-16",external
"The bank forecast that net interest income – broadly the difference between the rate it pays depositors and charges borrowers — could rise as much as 8 per cent in the next year, up from 3 per cent growth over the past year.",Bank of America,Stephen Gandel,Bank of America profits boosted by loan growth and robust trading,2025-01-16,False,news,"News article by Stephen Gandel
Title: Bank of America profits boosted by loan growth and robust trading, published 2025-01-16",external
"“We saw better than industry growth in deposits and loans,” said BofA's chief executive Brian Moynihan. “We believe this broad momentum sets up 2025 very well for Bank of America.”",Bank of America,Stephen Gandel,Bank of America profits boosted by loan growth and robust trading,2025-01-16,False,news,"News article by Stephen Gandel
Title: Bank of America profits boosted by loan growth and robust trading, published 2025-01-16",external
Second-largest US bank's stock is up just 2% over past three years.,Bank of America,pan.yuk@ft.com,Bank of America still paying the price for being too careful,2025-01-16,False,news,"News article by pan.yuk@ft.com
Title: Bank of America still paying the price for being too careful, published 2025-01-16",external
"Measured next to its rivals, Bank of America stock is up 2 per cent over the past three years, while JPMorgan's is up 67 per cent. Even the troubled Citigroup and Wells Fargo have fared better, rising 20 per cent and 34 per cent respectively.",Citigroup,pan.yuk@ft.com,Bank of America still paying the price for being too careful,2025-01-16,True,news,"News article by pan.yuk@ft.com
Title: Bank of America still paying the price for being too careful, published 2025-01-16",external
"Measured next to its rivals, Bank of America stock is up 2 per cent over the past three years, while JPMorgan's is up 67 per cent. Even the troubled Citigroup and Wells Fargo have fared better, rising 20 per cent and 34 per cent respectively.",Bank of America,pan.yuk@ft.com,Bank of America still paying the price for being too careful,2025-01-16,True,news,"News article by pan.yuk@ft.com
Title: Bank of America still paying the price for being too careful, published 2025-01-16",external
"Measured next to its rivals, Bank of America stock is up 2 per cent over the past three years, while JPMorgan's is up 67 per cent. Even the troubled Citigroup and Wells Fargo have fared better, rising 20 per cent and 34 per cent respectively.",JPMorgan,pan.yuk@ft.com,Bank of America still paying the price for being too careful,2025-01-16,True,news,"News article by pan.yuk@ft.com
Title: Bank of America still paying the price for being too careful, published 2025-01-16",external
"If boss Brian Moynihan has his way, 2025 could well be a breakout year, thanks to the steepening yield curve. The difference between the two and 10-year Treasury yields is currently 39 basis points – around a three year high. But as its fourth-quarter earnings showed, some things weighing on the bank's valuation might get worse before they get better.",Bank of America,pan.yuk@ft.com,Bank of America still paying the price for being too careful,2025-01-16,False,news,"News article by pan.yuk@ft.com
Title: Bank of America still paying the price for being too careful, published 2025-01-16",external
"Bank of America is one of those. It ploughed money into low-yielding Treasuries and mortgage-backed securities so much during the pandemic that its debt securities holdings doubled between 2019 and 2021, peaking at $980bn.",Bank of America,pan.yuk@ft.com,Bank of America still paying the price for being too careful,2025-01-16,False,news,"News article by pan.yuk@ft.com
Title: Bank of America still paying the price for being too careful, published 2025-01-16",external
"The logic flipped once the Fed started hiking rates. By March 2024, cash was yielding nearly 5.3 per cent on average while Bank of America's debt securities yielded less than 3 per cent. Worse, the sharp run up in interest rates also resulted in massive paper losses, leaving Moynihan to becalm investors over some $112bn of unrealised losses that quarter.",Bank of America,pan.yuk@ft.com,Bank of America still paying the price for being too careful,2025-01-16,False,news,"News article by pan.yuk@ft.com
Title: Bank of America still paying the price for being too careful, published 2025-01-16",external
"About $20bn of its fixed-priced loans and securities are maturing each quarter, and Bank of America has been able to redeploy the money at relatively higher rates. But the recent rise in longer-term rates has proved unhelpful, in that it makes bonds fall in value - again. The bank's unrealised losses on bonds it plans to keep until maturity, which had fallen this year, rose in the fourth quarter to $108bn.",Bank of America,pan.yuk@ft.com,Bank of America still paying the price for being too careful,2025-01-16,False,news,"News article by pan.yuk@ft.com
Title: Bank of America still paying the price for being too careful, published 2025-01-16",external
"Bank of America said on Thursday net interest income could grow by as much as 7 per cent this year, with the return of deposit and loan growth providing an additional tailwind. That compares with the 1.5 per cent increase JPMorgan is forecasting for its own interest income.",Bank of America,pan.yuk@ft.com,Bank of America still paying the price for being too careful,2025-01-16,True,news,"News article by pan.yuk@ft.com
Title: Bank of America still paying the price for being too careful, published 2025-01-16",external
"Bank of America said on Thursday net interest income could grow by as much as 7 per cent this year, with the return of deposit and loan growth providing an additional tailwind. That compares with the 1.5 per cent increase JPMorgan is forecasting for its own interest income.",JPMorgan,pan.yuk@ft.com,Bank of America still paying the price for being too careful,2025-01-16,True,news,"News article by pan.yuk@ft.com
Title: Bank of America still paying the price for being too careful, published 2025-01-16",external
"Just as at Wall Street rivals, the future of dealmaking and trading looks pretty bright. But more than his large peers, Bank of America's valuation - which currently sits at a middling 1.3 times price to book value - hinges on Moynihan's past balance-sheet decisions - and how soon he can put them behind him.",Bank of America,pan.yuk@ft.com,Bank of America still paying the price for being too careful,2025-01-16,False,news,"News article by pan.yuk@ft.com
Title: Bank of America still paying the price for being too careful, published 2025-01-16",external
"JPMorgan Chase, Bank of America, Citigroup, Wells Fargo, Goldman Sachs and Morgan Stanley notched up a 20 per cent rise in their collective net profits compared with 2023, according to FactSet data. It marked the second-best year on records stretching to 2007, the year before the global financial crisis reshaped the industry.",Citigroup,Stephen Gandel,Biggest US banks notch up $142bn in profits in blockbuster 2024,2025-01-17,True,news,"News article by Stephen Gandel
Title: Biggest US banks notch up $142bn in profits in blockbuster 2024, published 2025-01-17",external
"JPMorgan Chase, Bank of America, Citigroup, Wells Fargo, Goldman Sachs and Morgan Stanley notched up a 20 per cent rise in their collective net profits compared with 2023, according to FactSet data. It marked the second-best year on records stretching to 2007, the year before the global financial crisis reshaped the industry.",Bank of America,Stephen Gandel,Biggest US banks notch up $142bn in profits in blockbuster 2024,2025-01-17,True,news,"News article by Stephen Gandel
Title: Biggest US banks notch up $142bn in profits in blockbuster 2024, published 2025-01-17",external
"JPMorgan Chase, Bank of America, Citigroup, Wells Fargo, Goldman Sachs and Morgan Stanley notched up a 20 per cent rise in their collective net profits compared with 2023, according to FactSet data. It marked the second-best year on records stretching to 2007, the year before the global financial crisis reshaped the industry.",JPMorgan,Stephen Gandel,Biggest US banks notch up $142bn in profits in blockbuster 2024,2025-01-17,True,news,"News article by Stephen Gandel
Title: Biggest US banks notch up $142bn in profits in blockbuster 2024, published 2025-01-17",external
"""We finished 2024 with good momentum, as we enter 2025 the economy is resilient and healthy,"" said Brian Moynihan, the chief executive of BofA, after his bank reported results on Thursday.",Bank of America,Stephen Gandel,Biggest US banks notch up $142bn in profits in blockbuster 2024,2025-01-17,False,news,"News article by Stephen Gandel
Title: Biggest US banks notch up $142bn in profits in blockbuster 2024, published 2025-01-17",external
"Loans outstanding at the nation's largest bank, JPMorgan, rose less than 2 per cent. At Wells Fargo, total lending dropped 2 per cent.",JPMorgan,Stephen Gandel,Biggest US banks notch up $142bn in profits in blockbuster 2024,2025-01-17,False,news,"News article by Stephen Gandel
Title: Biggest US banks notch up $142bn in profits in blockbuster 2024, published 2025-01-17",external
"Bank of America's stock (NYSE: BAC) posted a better-than-expected set of Q4 2024 earnings, led by stronger investment banking business and higher net interest income. Net profits more than doubled year-over-year to $6.67 billion, or $0.82 per share, while revenues were up 15% to $25.5 billion. Net interest income - 3% to $14.5 billion, coming in slightly ahead of estimates.",Bank of America,Trefis Team,What To Expect From Bank Of America Stock In 2025?,2025-01-21,False,news,"News article by Trefis Team
Title: What To Expect From Bank Of America Stock In 2025?, published 2025-01-21",external
"The broader U.S. banking sector has been faring well this earnings season led by rising stock markets which helped trading activity, softer interest rates, stronger dealmaking activity, and general positivity about the economy. For instance, Bank of America's rival JPMorgan just reported record annual profits for 2024, while Goldman Sachs has also seen profits pick up after witnessing a post-Covid lull.",Bank of America,Trefis Team,What To Expect From Bank Of America Stock In 2025?,2025-01-21,True,news,"News article by Trefis Team
Title: What To Expect From Bank Of America Stock In 2025?, published 2025-01-21",external
"The broader U.S. banking sector has been faring well this earnings season led by rising stock markets which helped trading activity, softer interest rates, stronger dealmaking activity, and general positivity about the economy. For instance, Bank of America's rival JPMorgan just reported record annual profits for 2024, while Goldman Sachs has also seen profits pick up after witnessing a post-Covid lull.",JPMorgan,Trefis Team,What To Expect From Bank Of America Stock In 2025?,2025-01-21,True,news,"News article by Trefis Team
Title: What To Expect From Bank Of America Stock In 2025?, published 2025-01-21",external
"The increase in BAC stock over the last 4-year period has been far from consistent, with annual returns being more volatile than the S&P 500. Returns for the stock were 50% in 2021, -24% in 2022, 5% in 2023, and 34% in 2024.",Bank of America,Trefis Team,What To Expect From Bank Of America Stock In 2025?,2025-01-21,False,news,"News article by Trefis Team
Title: What To Expect From Bank Of America Stock In 2025?, published 2025-01-21",external
"Given the current uncertain macroeconomic environment around rate cuts and multiple wars, could BAC face a similar situation as it did in 2022 and 2023 and underperform the S&P over the next 12 months - or will it see a strong jump?",Bank of America,Trefis Team,What To Expect From Bank Of America Stock In 2025?,2025-01-21,False,news,"News article by Trefis Team
Title: What To Expect From Bank Of America Stock In 2025?, published 2025-01-21",external
"Looking ahead, things could get better. Higher interest rates in recent years weighed on lenders as they had to pay more interest to depositors. However, with the Fed easing rates since September, we could see this softening in the near term helping drive up loan demand while lowering the costs of deposits. Bank of America expects NII of as much as $14.6 billion for Q1 2025 and has indicated that the metric could grow sequentially every quarter this year, reaching as much as $15.7 billion by Q4. NII is an important metric for Bank Of America, as it has a large deposit base compared to rivals.",Bank of America,Trefis Team,What To Expect From Bank Of America Stock In 2025?,2025-01-21,False,news,"News article by Trefis Team
Title: What To Expect From Bank Of America Stock In 2025?, published 2025-01-21",external
"Separately, the election of Donald Trump to the U.S. presidency for a second term is also expected to benefit the financial sector at large. Investors are betting that the Trump administration's focus on deregulation could translate into a more lenient approach to bank oversight versus the Biden administration, with antitrust-related rules also potentially easing. This could help banks boost their revenues, via higher deal volumes, and lending activity, as well as possibly lower compliance costs which could directly boost profitability. Trump has also been in favor of tax cuts, which could also help the bottom lines of banks such as Bank Of America.",Bank of America,Trefis Team,What To Expect From Bank Of America Stock In 2025?,2025-01-21,False,news,"News article by Trefis Team
Title: What To Expect From Bank Of America Stock In 2025?, published 2025-01-21",external
"Overall, at its current price of $47 per share, BAC is trading around the Trefis' estimate for Bank of America's valuation.",Bank of America,Trefis Team,What To Expect From Bank Of America Stock In 2025?,2025-01-21,False,news,"News article by Trefis Team
Title: What To Expect From Bank Of America Stock In 2025?, published 2025-01-21",external
"The Consumer Financial Protection Bureau cut short a five-year agreement with Bank of America Corp. over the bank's alleged submission of false mortgage data as the significantly curtailed government agency rolls back a bevy of settlements, ending the monitoring of BofA more than three years early.",Bank of America,Bloomberg,Bank of America Exits Consumer Regulator's Monitoring Three Years Early,2025-06-24,False,news,"News article by Bloomberg
Title: Bank of America Exits Consumer Regulator's Monitoring Three Years Early, published 2025-06-24",external
"The bank “fulfilled the obligations” of the agreement signed in November 2023, including paying a $12 million civil money penalty, and the pact was terminated on June 4, according to a CFPB filing. The consent order with one of the largest US banks was supposed to extend through at least November 2028 to ensure compliance.",Bank of America,Bloomberg,Bank of America Exits Consumer Regulator's Monitoring Three Years Early,2025-06-24,False,news,"News article by Bloomberg
Title: Bank of America Exits Consumer Regulator's Monitoring Three Years Early, published 2025-06-24",external
"The consumer-focused regulator claimed that some of Bank of America's loan officers failed to collect race, ethnicity and sex data on mortgage applicants from early 2016 through late 2020 and then falsely said that customers declined to provide the information.",Bank of America,Bloomberg,Bank of America Exits Consumer Regulator's Monitoring Three Years Early,2025-06-24,False,news,"News article by Bloomberg
Title: Bank of America Exits Consumer Regulator's Monitoring Three Years Early, published 2025-06-24",external
A Bank of America spokesperson declined to comment on the order's early termination. The CFPB didn't respond to a request for comment.,Bank of America,Bloomberg,Bank of America Exits Consumer Regulator's Monitoring Three Years Early,2025-06-24,False,news,"News article by Bloomberg
Title: Bank of America Exits Consumer Regulator's Monitoring Three Years Early, published 2025-06-24",external
"The move involving BofA is yet another example of how the reach of the agency, which was formed in the wake of the 2008 financial crisis, has been scaled back.",Bank of America,Bloomberg,Bank of America Exits Consumer Regulator's Monitoring Three Years Early,2025-06-24,False,news,"News article by Bloomberg
Title: Bank of America Exits Consumer Regulator's Monitoring Three Years Early, published 2025-06-24",external
"The CFPB has voluntarily dismissed around 20 enforcement actions since February, including cases against JPMorgan Chase & Co., Wells Fargo & Co. and Capital One Financial Corp.",JPMorgan,Bloomberg,Bank of America Exits Consumer Regulator's Monitoring Three Years Early,2025-06-24,False,news,"News article by Bloomberg
Title: Bank of America Exits Consumer Regulator's Monitoring Three Years Early, published 2025-06-24",external
"Bank of America Corporation announced today that it will redeem on February 13, 2025, all $1,500,000,000 principal amount outstanding of its 2.015% Fixed/Floating Rate Senior Notes, due February 2026 (CUSIP No. 06051GHY8) (the ""Notes""), at a redemption price equal to 100% of the principal amount of the Notes, plus accrued and unpaid interest to, but excluding, the redemption date of February 13, 2025.",Bank of America,PR Newswire,"Bank of America Announces Redemption of $1,500,000,000 2.015% Fixed/Floating Rate Senior Notes, Due February 2026",2025-01-29,False,news,"News article by PR Newswire
Title: Bank of America Announces Redemption of $1,500,000,000 2.015% Fixed/Floating Rate Senior Notes, Due February 2026, published 2025-01-29",external
"Bank of America is one of the world's leading financial institutions, serving individual consumers, small and middle-market businesses and large corporations with a full range of banking, investing, asset management and other financial and risk management products and services.",Bank of America,PR Newswire,"Bank of America Announces Redemption of $1,500,000,000 2.015% Fixed/Floating Rate Senior Notes, Due February 2026",2025-01-29,False,news,"News article by PR Newswire
Title: Bank of America Announces Redemption of $1,500,000,000 2.015% Fixed/Floating Rate Senior Notes, Due February 2026, published 2025-01-29",external
"Citigroup promoted more than 8,000 employees at the end of 2024, following a sweeping restructuring at one of Wall Street's biggest banks.",Citigroup,Stephen Gandel,"Citigroup hands out 8,500 year-end promotions",2025-02-06,False,news,"News article by Stephen Gandel
Title: Citigroup hands out 8,500 year-end promotions, published 2025-02-06",external
"The New York-based lender elevated 8,500 employees as part of its year-end process to retain higher-performing staff, bringing the total number of promotions for 2024 to more than 31,000, Citi said on its website.",Citigroup,Stephen Gandel,"Citigroup hands out 8,500 year-end promotions",2025-02-06,False,news,"News article by Stephen Gandel
Title: Citigroup hands out 8,500 year-end promotions, published 2025-02-06",external
"Citi's late-year promotions drive, which was on a par with previous rounds, came after a broad restructuring in which the bank slashed about 11,000 positions since autumn 2023 and shook up its five main divisions as chief executive Jane Fraser seeks to reach her prime profitability targets.",Citigroup,Stephen Gandel,"Citigroup hands out 8,500 year-end promotions",2025-02-06,False,news,"News article by Stephen Gandel
Title: Citigroup hands out 8,500 year-end promotions, published 2025-02-06",external
"Revenue in all five of Citi's main businesses rose last year, including a 32 per cent jump in its corporate and investment banking division. Citi's overall revenue increased 3 per cent to just over $81bn, while profits rose more than a third to $12.7bn.",Citigroup,Stephen Gandel,"Citigroup hands out 8,500 year-end promotions",2025-02-06,False,news,"News article by Stephen Gandel
Title: Citigroup hands out 8,500 year-end promotions, published 2025-02-06",external
"Its shares have risen 50 per cent over the past year, slightly ahead of the KBW index of leading US banks, which has been boosted recently by hopes that Donald Trump's government will slash regulation.",Citigroup,Stephen Gandel,"Citigroup hands out 8,500 year-end promotions",2025-02-06,False,news,"News article by Stephen Gandel
Title: Citigroup hands out 8,500 year-end promotions, published 2025-02-06",external
"Citi made some progress on cutting costs in 2024, with operating expenses down 4 per cent compared with the previous year, including a 2 per cent reduction in expenditures for staff remuneration and benefits.",Citigroup,Stephen Gandel,"Citigroup hands out 8,500 year-end promotions",2025-02-06,False,news,"News article by Stephen Gandel
Title: Citigroup hands out 8,500 year-end promotions, published 2025-02-06",external
"The bank's return on tangible common equity - a closely watched profitability metric - was 7 per cent in 2024, up from 4.9 per cent in 2023, but lower than its big peers. Citi had targeted 11-12 per cent by the end of 2026, but reduced that range to 10-11 per cent in January.",Citigroup,Stephen Gandel,"Citigroup hands out 8,500 year-end promotions",2025-02-06,False,news,"News article by Stephen Gandel
Title: Citigroup hands out 8,500 year-end promotions, published 2025-02-06",external
Fraser in January described 2024 as a 'critical year' and said Citi's lower profitability goal came as it chose to make significant investments to drive future growth.,Citigroup,Stephen Gandel,"Citigroup hands out 8,500 year-end promotions",2025-02-06,False,news,"News article by Stephen Gandel
Title: Citigroup hands out 8,500 year-end promotions, published 2025-02-06",external
"Behind a contested headline is a complicated, somewhat philosophical question: we all know that JPMorgan has a very big trading business, but how big is it?",JPMorgan,Daniel Davies,JPMorgan and bank capital requirements: the long-short story,2025-02-11,False,news,"News article by Daniel Davies
Title: JPMorgan and bank capital requirements: the long-short story, published 2025-02-11",external
"A JPMorgan whistleblower said the world's biggest bank was misreporting its trading activity, which could have inflated its earnings by billions of dollars and added millions to executive pay packages. They reported the issue in a letter sent to board members, the Federal Reserve and the financial regulator.",JPMorgan,Daniel Davies,JPMorgan and bank capital requirements: the long-short story,2025-02-11,False,news,"News article by Daniel Davies
Title: JPMorgan and bank capital requirements: the long-short story, published 2025-02-11",external
"“We are confident in our methodology, which is fully transparent to our regulators,” JPMorgan told FT Alphaville. “We comply with all capital regulations, and claims suggesting otherwise are false.”",JPMorgan,Daniel Davies,JPMorgan and bank capital requirements: the long-short story,2025-02-11,False,news,"News article by Daniel Davies
Title: JPMorgan and bank capital requirements: the long-short story, published 2025-02-11",external
"Whistleblowers allege that since at least 2018, JPMorgan hasn't been doing this – it's been netting longs against shorts “at the legal entity level”, so only those securities in which JPM had all their longs in a different subsidiary from their shorts have been reported correctly.",JPMorgan,Daniel Davies,JPMorgan and bank capital requirements: the long-short story,2025-02-11,False,news,"News article by Daniel Davies
Title: JPMorgan and bank capital requirements: the long-short story, published 2025-02-11",external
"By reporting a smaller book, JPM was grouped lower by one “bucket” in the GSIB league table than it would have been otherwise. Every step downward is 50bp less of additional capital requirements; for a bank the size of JPM, this is equivalent to several billion dollars.",JPMorgan,Daniel Davies,JPMorgan and bank capital requirements: the long-short story,2025-02-11,False,news,"News article by Daniel Davies
Title: JPMorgan and bank capital requirements: the long-short story, published 2025-02-11",external
The TBIJ/ICIJ said the Fed would not clarify its position on banks netting longs against shorts. Their report quoted Senator Elizabeth Warren as saying: “I am deeply concerned that the Fed may be turning a blind eye as JPMorgan and other Wall Street banks cook their books and skim off funds meant to prevent a global economic collapse.”,JPMorgan,Daniel Davies,JPMorgan and bank capital requirements: the long-short story,2025-02-11,False,news,"News article by Daniel Davies
Title: JPMorgan and bank capital requirements: the long-short story, published 2025-02-11",external
"Warren Buffett's Berkshire Hathaway slashed its stakes in some of the US's biggest banks in the final three months of 2024, as the billionaire investor dumped billions of dollars' worth of Bank of America and Citigroup shares.",Bank of America,Eric Platt and Stephen Gandel,Warren Buffett's Berkshire Hathaway slashes stakes in Bank of America and Citi,2025-02-14,True,news,"News article by Eric Platt and Stephen Gandel
Title: Warren Buffett's Berkshire Hathaway slashes stakes in Bank of America and Citi, published 2025-02-14",external
"Warren Buffett's Berkshire Hathaway slashed its stakes in some of the US's biggest banks in the final three months of 2024, as the billionaire investor dumped billions of dollars' worth of Bank of America and Citigroup shares.",Citigroup,Eric Platt and Stephen Gandel,Warren Buffett's Berkshire Hathaway slashes stakes in Bank of America and Citi,2025-02-14,True,news,"News article by Eric Platt and Stephen Gandel
Title: Warren Buffett's Berkshire Hathaway slashes stakes in Bank of America and Citi, published 2025-02-14",external
"The sprawling conglomerate sold nearly three-quarters of its position in Citigroup, selling 40.6mn shares worth more than $2.4bn, according to a filing with US securities regulators published on Friday.",Citigroup,Eric Platt and Stephen Gandel,Warren Buffett's Berkshire Hathaway slashes stakes in Bank of America and Citi,2025-02-14,False,news,"News article by Eric Platt and Stephen Gandel
Title: Warren Buffett's Berkshire Hathaway slashes stakes in Bank of America and Citi, published 2025-02-14",external
"Berkshire also continued to sell shares of BofA, an investment that dates back to the financial crisis when Buffett stepped in to provide ballast to one of the country's largest lenders.",Bank of America,Eric Platt and Stephen Gandel,Warren Buffett's Berkshire Hathaway slashes stakes in Bank of America and Citi,2025-02-14,False,news,"News article by Eric Platt and Stephen Gandel
Title: Warren Buffett's Berkshire Hathaway slashes stakes in Bank of America and Citi, published 2025-02-14",external
"Berkshire, which owned a 13 per cent stake in the bank and has for years been the bank's biggest shareholder, waited for BofA and the wider US financial system to weather the regional banking crisis before it began cutting its position.",Bank of America,Eric Platt and Stephen Gandel,Warren Buffett's Berkshire Hathaway slashes stakes in Bank of America and Citi,2025-02-14,False,news,"News article by Eric Platt and Stephen Gandel
Title: Warren Buffett's Berkshire Hathaway slashes stakes in Bank of America and Citi, published 2025-02-14",external
"The disclosure on Friday showed Berkshire had cut its stake by a further 95mn shares since mid-October, when its ownership position fell below a 10 per cent reporting threshold. The sales in the weeks that followed reduced Berkshire's stake in BofA to about 8.9 per cent.",Bank of America,Eric Platt and Stephen Gandel,Warren Buffett's Berkshire Hathaway slashes stakes in Bank of America and Citi,2025-02-14,False,news,"News article by Eric Platt and Stephen Gandel
Title: Warren Buffett's Berkshire Hathaway slashes stakes in Bank of America and Citi, published 2025-02-14",external
"Buffett first made a large wager on BofA with an unsolicited $5bn investment in 2011, when it was still nursing huge losses from a pair of ill-advised acquisitions - the $40bn purchase of doomed mortgage broker Countrywide and the bailout of Merrill Lynch.",Bank of America,Eric Platt and Stephen Gandel,Warren Buffett's Berkshire Hathaway slashes stakes in Bank of America and Citi,2025-02-14,False,news,"News article by Eric Platt and Stephen Gandel
Title: Warren Buffett's Berkshire Hathaway slashes stakes in Bank of America and Citi, published 2025-02-14",external
"However, BofA's decision to invest in longer-dated Treasuries to bolster its earnings during the pandemic backfired when the Federal Reserve began aggressively lifting interest rates in 2022 and 2023.",Bank of America,Eric Platt and Stephen Gandel,Warren Buffett's Berkshire Hathaway slashes stakes in Bank of America and Citi,2025-02-14,False,news,"News article by Eric Platt and Stephen Gandel
Title: Warren Buffett's Berkshire Hathaway slashes stakes in Bank of America and Citi, published 2025-02-14",external
"Unable to redeploy that cash into higher-yielding investments, BofA's returns have lagged rivals recently.",Bank of America,Eric Platt and Stephen Gandel,Warren Buffett's Berkshire Hathaway slashes stakes in Bank of America and Citi,2025-02-14,False,news,"News article by Eric Platt and Stephen Gandel
Title: Warren Buffett's Berkshire Hathaway slashes stakes in Bank of America and Citi, published 2025-02-14",external
"For Citi, Berkshire's $3bn stock purchase in 2022 hasn't produced the same positive buzz that it did for BofA.",Bank of America,Eric Platt and Stephen Gandel,Warren Buffett's Berkshire Hathaway slashes stakes in Bank of America and Citi,2025-02-14,True,news,"News article by Eric Platt and Stephen Gandel
Title: Warren Buffett's Berkshire Hathaway slashes stakes in Bank of America and Citi, published 2025-02-14",external
"For Citi, Berkshire's $3bn stock purchase in 2022 hasn't produced the same positive buzz that it did for BofA.",Citigroup,Eric Platt and Stephen Gandel,Warren Buffett's Berkshire Hathaway slashes stakes in Bank of America and Citi,2025-02-14,True,news,"News article by Eric Platt and Stephen Gandel
Title: Warren Buffett's Berkshire Hathaway slashes stakes in Bank of America and Citi, published 2025-02-14",external
"The bank's return on tangible common equity - a profitability metric - was 7 per cent in 2024, up from 4.9 per cent in 2023, but lower than its main peers. Citi had targeted 11-12 per cent by the end of 2026, but reduced that range to 10-11 per cent in January.",Citigroup,Eric Platt and Stephen Gandel,Warren Buffett's Berkshire Hathaway slashes stakes in Bank of America and Citi,2025-02-14,False,news,"News article by Eric Platt and Stephen Gandel
Title: Warren Buffett's Berkshire Hathaway slashes stakes in Bank of America and Citi, published 2025-02-14",external
"JPMorgan Chase is setting aside $50bn for direct lending in a push into private credit, as more groups bypass traditional debt markets.",JPMorgan,Eric Platt and Joshua Franklin,JPMorgan Chase sets aside $50bn for direct lending in private credit push,2025-02-24,False,news,"News article by Eric Platt and Joshua Franklin
Title: JPMorgan Chase sets aside $50bn for direct lending in private credit push, published 2025-02-24",external
"As the largest US bank, JPMorgan has allocated $50bn of its own capital and secured $15bn from investors to lend to risky, private equity-backed companies, expanding its presence in the private credit market.",JPMorgan,Eric Platt and Joshua Franklin,JPMorgan Chase sets aside $50bn for direct lending in private credit push,2025-02-24,False,news,"News article by Eric Platt and Joshua Franklin
Title: JPMorgan Chase sets aside $50bn for direct lending in private credit push, published 2025-02-24",external
"Since launching its direct lending initiative in 2021, JPMorgan has deployed $10bn across more than 100 private credit transactions.",JPMorgan,Eric Platt and Joshua Franklin,JPMorgan Chase sets aside $50bn for direct lending in private credit push,2025-02-24,False,news,"News article by Eric Platt and Joshua Franklin
Title: JPMorgan Chase sets aside $50bn for direct lending in private credit push, published 2025-02-24",external
"Many of JPMorgan's biggest rivals have also announced partnerships with private credit funds. Late last year, Citigroup unveiled a $25bn partnership with Apollo Global Management, which followed a similar joint venture by Wells Fargo with asset manager Centerbridge.",Citigroup,Eric Platt and Joshua Franklin,JPMorgan Chase sets aside $50bn for direct lending in private credit push,2025-02-24,True,news,"News article by Eric Platt and Joshua Franklin
Title: JPMorgan Chase sets aside $50bn for direct lending in private credit push, published 2025-02-24",external
